(Proteins Complexes)	Object ID	GO terms (molecular function)	Reactions catalyzed by enzyme	Object ID
ABC-16-CPLX	ABC-16-CPLX	GO:0140297 // GO:0015423	ABC-16-RXN // TRANS-RXN0-504 // TRANS-RXN0-503	ABC-16-RXN // TRANS-RXN0-504 // TRANS-RXN0-503
CPLX0-7655	CPLX0-7655		RXN0-1741 // RXN0-1804	RXN0-1741 // RXN0-1804
CPLX-166	CPLX-166		TRANS-RXN-156 // TRANS-RXN-169	TRANS-RXN-156 // TRANS-RXN-169
CPLX-156	CPLX-156		TRANS-RXN-156	TRANS-RXN-156
CPLX-165	CPLX-165	GO:0090591 // GO:0090590 // GO:0022855 // GO:0022880 // GO:0022877 // GO:0022870	TRANS-RXN-165 // TRANS-RXN0-540 // TRANS-RXN0-446 // TRANS-RXN-167A // TRANS-RXN-157 // TRANS-RXN-167 // TRANS-RXN-158A	TRANS-RXN-165 // TRANS-RXN0-540 // TRANS-RXN0-446 // TRANS-RXN-167A // TRANS-RXN-157 // TRANS-RXN-167 // TRANS-RXN-158A
MELB-MONOMER	MELB-MONOMER	GO:0022857 // GO:0015293 // GO:0005515 // GO:0015592 // GO:0043887 // GO:0015486 // GO:0015487	TRANS-RXN-94 // RXN-17755 // TRANS-RXN-94B // TRANS-RXN-94A // TRANS-RXN0-520 // TRANS-RXN0-519	TRANS-RXN-94 // RXN-17755 // TRANS-RXN-94B // TRANS-RXN-94A // TRANS-RXN0-520 // TRANS-RXN0-519
PITA-MONOMER	PITA-MONOMER	GO:0005515 // GO:0015654 // GO:1901683 // GO:0015295 // GO:0005385 // GO:0005315	TRANS-RXN-114 // TRANS-RXN-279 // TRANS-RXN-278 // TRANS-RXN-277 // TRANS-RXN0-550 // TRANS-RXN-280	TRANS-RXN-114 // TRANS-RXN-279 // TRANS-RXN-278 // TRANS-RXN-277 // TRANS-RXN0-550 // TRANS-RXN-280
PITB-MONOMER	PITB-MONOMER	GO:0005315	TRANS-RXN-114 // TRANS-RXN0-550 // TRANS-RXN-278 // TRANS-RXN-277	TRANS-RXN-114 // TRANS-RXN0-550 // TRANS-RXN-278 // TRANS-RXN-277
MGTA-MONOMER	MGTA-MONOMER	GO:0019829 // GO:0046872 // GO:0000166 // GO:0015662 // GO:0005515 // GO:0005524 // GO:0015444	TRANS-RXN-250	TRANS-RXN-250
G6999-MONOMER	G6999-MONOMER	GO:0005384	TRANS-RXN0-487	TRANS-RXN0-487
YFEP-MONOMER	YFEP-MONOMER	GO:0046872 // GO:0046873 // GO:0005515 // GO:0015086 // GO:0015078 // GO:0005384 // GO:0015293 // GO:0015292	RXN0-2421 // TRANS-RXN-241	RXN0-2421 // TRANS-RXN-241
ABC-19-CPLX	ABC-19-CPLX		ABC-19-RXN	ABC-19-RXN
YJIO-MONOMER	YJIO-MONOMER	GO:0042910 // GO:0022857 // GO:0015299 // GO:0015125 // GO:0015385 // GO:0015386	TRANS-RXN-44 // TRANS-RXN-129 // TRANS-RXN-336 // TRANS-RXN0-589 // TRANS-RXN0-588	TRANS-RXN-44 // TRANS-RXN-129 // TRANS-RXN-336 // TRANS-RXN0-589 // TRANS-RXN0-588
TRANS-CPLX-201	TRANS-CPLX-201		TRANS-RXN-354 // TRANS-RXN-359 // TRANS-RXN0-592 // TRANS-RXN-356 // TRANS-RXN-355 // TRANS-RXN-357	TRANS-RXN-354 // TRANS-RXN-359 // TRANS-RXN0-592 // TRANS-RXN-356 // TRANS-RXN-355 // TRANS-RXN-357
CPLX0-3932	CPLX0-3932		TRANS-RXN-360	TRANS-RXN-360
CPLX0-2141	CPLX0-2141		TRANS-RXN-352 // TRANS-RXN-367 // TRANS-RXN-354 // TRANS-RXN-355	TRANS-RXN-352 // TRANS-RXN-367 // TRANS-RXN-354 // TRANS-RXN-355
BCR-MONOMER	BCR-MONOMER	GO:0022857 // GO:0042910 // GO:0015299 // GO:0033229 // GO:0071916	TRANS-RXN-340 // TRANS-RXN-44	TRANS-RXN-340 // TRANS-RXN-44
CPLX0-2121	CPLX0-2121		TRANS-RXN-365 // TRANS-RXN-364 // TRANS-RXN-363	TRANS-RXN-365 // TRANS-RXN-364 // TRANS-RXN-363
EMRD-MONOMER	EMRD-MONOMER	GO:0022857 // GO:0042910 // GO:0015299	TRANS-RXN-339 // TRANS-RXN-44	TRANS-RXN-339 // TRANS-RXN-44
CPLX0-7963	CPLX0-7963		TRANS-RXN-340 // TRANS-RXN0-628 // TRANS-RXN0-493 // TRANS-RXN-344 // TRANS-RXN0-533 // TRANS-RXN0-532	TRANS-RXN-340 // TRANS-RXN0-628 // TRANS-RXN0-493 // TRANS-RXN-344 // TRANS-RXN0-533 // TRANS-RXN0-532
CMR-MONOMER	CMR-MONOMER	GO:0042910 // GO:0022857 // GO:0015299 // GO:0015386 // GO:0015385	TRANS-RXN-42 // TRANS-RXN-101 // TRANS-RXN-44 // TRANS-RXN-338 // TRANS-RXN-337	TRANS-RXN-42 // TRANS-RXN-101 // TRANS-RXN-44 // TRANS-RXN-338 // TRANS-RXN-337
TRANS-CPLX-202	TRANS-CPLX-202		TRANS-RXN-353 // TRANS-RXN-352 // TRANS-RXN-92	TRANS-RXN-353 // TRANS-RXN-352 // TRANS-RXN-92
TRANS-CPLX-204	TRANS-CPLX-204		TRANS-RXN-352 // TRANS-RXN-367 // TRANS-RXN-359	TRANS-RXN-352 // TRANS-RXN-367 // TRANS-RXN-359
YDHE-MONOMER	YDHE-MONOMER	GO:0022857 // GO:0015297 // GO:0015298 // GO:0042910 // GO:0071916	RXN0-2561 // TRANS-RXN-347 // TRANS-RXN-348 // TRANS-RXN-349	RXN0-2561 // TRANS-RXN-347 // TRANS-RXN-348 // TRANS-RXN-349
YDGEF-CPLX	YDGEF-CPLX		TRANS-RXN0-266 // TRANS-RXN-350	TRANS-RXN0-266 // TRANS-RXN-350
CPLX0-3970	CPLX0-3970		TRANS-RXN0-268	TRANS-RXN0-268
AMPG-MONOMER	AMPG-MONOMER	GO:0022857 // GO:0015293 // GO:0015295	TRANS-RXN0-258 // TRANS-RXN0-226	TRANS-RXN0-258 // TRANS-RXN0-226
CPLX-155	CPLX-155	GO:0090566	TRANS-RXN-155B // TRANS-RXN-155	TRANS-RXN-155B // TRANS-RXN-155
CPLX-167	CPLX-167		TRANS-RXN-167 // TRANS-RXN-167A	TRANS-RXN-167 // TRANS-RXN-167A
CPLX0-7	CPLX0-7	GO:0090588	TRANS-RXN0-587 // RXN0-17	TRANS-RXN0-587 // RXN0-17
MONOMER0-5	MONOMER0-5	GO:0090563 // GO:0016301 // GO:0016740 // GO:0008982 // GO:0090588	TRANS-RXN0-587 // RXN0-17	TRANS-RXN0-587 // RXN0-17
G7921-MONOMER	G7921-MONOMER	GO:0015288	RXN-15315 // RXN0-0	RXN-15315 // RXN0-0
NANT-MONOMER	NANT-MONOMER	GO:0015538	RXN-15314	RXN-15314
CHAA-MONOMER	CHAA-MONOMER	GO:0015297 // GO:0008324 // GO:0015386 // GO:0015385	TRANS-RXN-42 // TRANS-RXN-101	TRANS-RXN-42 // TRANS-RXN-101
CPLX0-7629	CPLX0-7629		TRANS-RXN-129 // TRANS-RXN-292	TRANS-RXN-129 // TRANS-RXN-292
NHAB-MONOMER	NHAB-MONOMER	GO:0015297 // GO:0015081 // GO:0015385	TRANS-RXN-130	TRANS-RXN-130
NADH-DHI-CPLX	NADH-DHI-CPLX	GO:0005509 // GO:0046583 // GO:0008137	NADH-DEHYDROG-A-RXN // RXN0-5388	NADH-DEHYDROG-A-RXN // RXN0-5388
ABC-20-CPLX	ABC-20-CPLX		ABC-20-RXN	ABC-20-RXN
G7138-MONOMER	G7138-MONOMER	GO:0046583 // GO:0015099	TRANS-RXN0-585 // TRANS-RXN0-584	TRANS-RXN0-585 // TRANS-RXN0-584
CORA-MONOMER	CORA-MONOMER	GO:0046873 // GO:0015099 // GO:0015095 // GO:0015087	TRANS-RXN-141B // TRANS-RXN-141A // TRANS-RXN-141	TRANS-RXN-141B // TRANS-RXN-141A // TRANS-RXN-141
PNUC-MONOMER	PNUC-MONOMER	GO:0034257	TRANS-RXN0-481	TRANS-RXN0-481
NITRATREDUCTA-CPLX	NITRATREDUCTA-CPLX	GO:0048038 // GO:0009055 // GO:0008940	RXN0-3501 // RXN0-7124 // RXN-15119	RXN0-3501 // RXN0-7124 // RXN-15119
NITRATREDUCTZ-CPLX	NITRATREDUCTZ-CPLX	GO:0051538 // GO:0051539 // GO:0051536 // GO:0043546 // GO:0009055 // GO:0008940	RXN0-3501 // RXN-15119	RXN0-3501 // RXN-15119
NARU-MONOMER	NARU-MONOMER	GO:0022857 // GO:0015113 // GO:0015112 // GO:0015514	TRANS-RXN0-239	TRANS-RXN0-239
NARK-MONOMER	NARK-MONOMER	GO:0022857 // GO:0015113 // GO:0015112 // GO:0005452 // GO:0015513 // GO:0015514	TRANS-RXN-137 // TRANS-RXN0-239	TRANS-RXN-137 // TRANS-RXN0-239
NIRC-MONOMER	NIRC-MONOMER	GO:0015499 // GO:0022857 // GO:0015513	TRANS-RXN-137	TRANS-RXN-137
EG11035-MONOMER	EG11035-MONOMER	GO:0015288 // GO:0005337 // GO:0015471	TRANS-RXN0-468	TRANS-RXN0-468
NUPC-MONOMER	NUPC-MONOMER	GO:0015506	TRANS-RXN-108D // TRANS-RXN-108B // TRANS-RXN-108H // TRANS-RXN-108E // TRANS-RXN-108G // TRANS-RXN-108I // TRANS-RXN-108F // TRANS-RXN-108C // TRANS-RXN-108A // TRANS-RXN-476	TRANS-RXN-108D // TRANS-RXN-108B // TRANS-RXN-108H // TRANS-RXN-108E // TRANS-RXN-108G // TRANS-RXN-108I // TRANS-RXN-108F // TRANS-RXN-108C // TRANS-RXN-108A // TRANS-RXN-476
NUPG-MONOMER	NUPG-MONOMER	GO:0015506	TRANS-RXN-108A // TRANS-RXN-108B // TRANS-RXN-108H // TRANS-RXN-474 // TRANS-RXN-108C // TRANS-RXN-108I // TRANS-RXN-475 // TRANS-RXN-108G // TRANS-RXN-108D // TRANS-RXN-108E // TRANS-RXN-476	TRANS-RXN-108A // TRANS-RXN-108B // TRANS-RXN-108H // TRANS-RXN-474 // TRANS-RXN-108C // TRANS-RXN-108I // TRANS-RXN-475 // TRANS-RXN-108G // TRANS-RXN-108D // TRANS-RXN-108E // TRANS-RXN-476
ABC-22-CPLX	ABC-22-CPLX		TRANS-RXN0-268 // ABC-8-RXN // 3.6.3.23-RXN	TRANS-RXN0-268 // ABC-8-RXN // 3.6.3.23-RXN
CPLX0-7642	CPLX0-7642		TRANS-RXN-29 // TRANS-RXN-29A	TRANS-RXN-29 // TRANS-RXN-29A
EG11293-MONOMER	EG11293-MONOMER	GO:0005515	RXN-22553	RXN-22553
CPLX0-7533	CPLX0-7533		RXN0-2481 // RXN0-7211 // RXN0-7241 // RXN0-7210 // RXN-15315 // RXN0-0 // RXN0-7209 // RXN0-7208 // RXN0-7207 // RXN0-7206 // RXN0-7204 // RXN0-1741 // TRANS-RXN0-445 // RXN0-7203 // RXN0-7202 // RXN0-7201 // RXN0-7200 // RXN0-7199 // RXN0-7247 // RXN0-7246 // TRANS-RXN-380 // RXN0-7245 // RXN0-7244 // RXN0-7243 // RXN0-7242 // TRANS-RXN0-490 // TRANS-RXN0-615 // TRANS-RXN0-614 // TRANS-RXN0-612 // TRANS-RXN0-611 // TRANS-RXN0-609 // TRANS-RXN0-608 // TRANS-RXN0-607 // TRANS-RXN0-606 // TRANS-RXN0-604 // TRANS-RXN0-603 // TRANS-RXN0-601 // TRANS-RXN0-598	RXN0-2481 // RXN0-7211 // RXN0-7241 // RXN0-7210 // RXN-15315 // RXN0-0 // RXN0-7209 // RXN0-7208 // RXN0-7207 // RXN0-7206 // RXN0-7204 // RXN0-1741 // TRANS-RXN0-445 // RXN0-7203 // RXN0-7202 // RXN0-7201 // RXN0-7200 // RXN0-7199 // RXN0-7247 // RXN0-7246 // TRANS-RXN-380 // RXN0-7245 // RXN0-7244 // RXN0-7243 // RXN0-7242 // TRANS-RXN0-490 // TRANS-RXN0-615 // TRANS-RXN0-614 // TRANS-RXN0-612 // TRANS-RXN0-611 // TRANS-RXN0-609 // TRANS-RXN0-608 // TRANS-RXN0-607 // TRANS-RXN0-606 // TRANS-RXN0-604 // TRANS-RXN0-603 // TRANS-RXN0-601 // TRANS-RXN0-598
CPLX0-7534	CPLX0-7534		RXN0-2481 // RXN0-7211 // RXN0-7210 // RXN-15315 // RXN0-0 // RXN0-7209 // RXN0-7208 // RXN0-7206 // RXN0-7204 // RXN0-1741 // TRANS-RXN0-445 // RXN0-7203 // RXN0-7202 // RXN0-7199 // RXN0-7201 // RXN0-7200 // RXN0-7247 // RXN0-7246 // RXN0-7245 // RXN0-7244 // RXN0-7243 // RXN0-7242 // RXN0-7241 // TRANS-RXN0-490 // RXN0-7207 // TRANS-RXN0-609 // TRANS-RXN0-615 // TRANS-RXN0-614 // TRANS-RXN0-612 // TRANS-RXN0-611 // TRANS-RXN0-608 // TRANS-RXN0-607 // TRANS-RXN0-606 // TRANS-RXN0-604 // TRANS-RXN0-603 // TRANS-RXN0-601 // TRANS-RXN0-598 // TRANS-RXN-380	RXN0-2481 // RXN0-7211 // RXN0-7210 // RXN-15315 // RXN0-0 // RXN0-7209 // RXN0-7208 // RXN0-7206 // RXN0-7204 // RXN0-1741 // TRANS-RXN0-445 // RXN0-7203 // RXN0-7202 // RXN0-7199 // RXN0-7201 // RXN0-7200 // RXN0-7247 // RXN0-7246 // RXN0-7245 // RXN0-7244 // RXN0-7243 // RXN0-7242 // RXN0-7241 // TRANS-RXN0-490 // RXN0-7207 // TRANS-RXN0-609 // TRANS-RXN0-615 // TRANS-RXN0-614 // TRANS-RXN0-612 // TRANS-RXN0-611 // TRANS-RXN0-608 // TRANS-RXN0-607 // TRANS-RXN0-606 // TRANS-RXN0-604 // TRANS-RXN0-603 // TRANS-RXN0-601 // TRANS-RXN0-598 // TRANS-RXN-380
G6657-MONOMER	G6657-MONOMER	GO:0015288 // GO:0015478 // GO:0015481	RXN0-2542	RXN0-2542
G6700-MONOMER	G6700-MONOMER	GO:0015288	RXN0-2481	RXN0-2481
CPLX0-7530	CPLX0-7530		RXN0-2481 // RXN0-7241 // RXN0-7211 // RXN0-7210 // RXN-15315 // RXN0-0 // RXN0-7209 // RXN0-7208 // RXN0-7207 // RXN0-7206 // RXN0-7204 // RXN0-1741 // TRANS-RXN0-445 // RXN0-7203 // RXN0-7202 // RXN0-7201 // RXN0-7200 // RXN0-7199 // RXN0-7247 // RXN0-7246 // TRANS-RXN-380 // RXN0-7245 // TRANS-RXN0-490 // RXN0-7244 // RXN0-7243 // RXN0-7242 // TRANS-RXN0-615 // TRANS-RXN0-614 // TRANS-RXN0-612 // TRANS-RXN0-611 // TRANS-RXN0-609 // TRANS-RXN0-608 // TRANS-RXN0-607 // TRANS-RXN0-606 // TRANS-RXN0-604 // TRANS-RXN0-603 // TRANS-RXN0-601 // TRANS-RXN0-598	RXN0-2481 // RXN0-7241 // RXN0-7211 // RXN0-7210 // RXN-15315 // RXN0-0 // RXN0-7209 // RXN0-7208 // RXN0-7207 // RXN0-7206 // RXN0-7204 // RXN0-1741 // TRANS-RXN0-445 // RXN0-7203 // RXN0-7202 // RXN0-7201 // RXN0-7200 // RXN0-7199 // RXN0-7247 // RXN0-7246 // TRANS-RXN-380 // RXN0-7245 // TRANS-RXN0-490 // RXN0-7244 // RXN0-7243 // RXN0-7242 // TRANS-RXN0-615 // TRANS-RXN0-614 // TRANS-RXN0-612 // TRANS-RXN0-611 // TRANS-RXN0-609 // TRANS-RXN0-608 // TRANS-RXN0-607 // TRANS-RXN0-606 // TRANS-RXN0-604 // TRANS-RXN0-603 // TRANS-RXN0-601 // TRANS-RXN0-598
ABGT-MONOMER	ABGT-MONOMER	GO:0015291 // GO:0015558	TRANS-RXN0-452	TRANS-RXN0-452
PANF-MONOMER	PANF-MONOMER	GO:0022857 // GO:0015081 // GO:0015233 // GO:0015293	TRANS-RXN-117	TRANS-RXN-117
G6531-MONOMER	G6531-MONOMER	GO:1901515 // GO:0015159	TRANS-RXN0-275	TRANS-RXN0-275
CPLX0-8097	CPLX0-8097		TRANS-RXN-205A	TRANS-RXN-205A
PHEP-MONOMER	PHEP-MONOMER		TRANS-RXN-56	TRANS-RXN-56
ABC-27-CPLX	ABC-27-CPLX		RXN-22326 // ABC-27-RXN	RXN-22326 // ABC-27-RXN
CPLX0-7994	CPLX0-7994	GO:0008375 // GO:0015159	TRANS-RXN0-549 // RXN0-5413	TRANS-RXN0-549 // RXN0-5413
G6255-MONOMER	G6255-MONOMER	GO:0008381	TRANS-RXN-86	TRANS-RXN-86
PUTP-MONOMER	PUTP-MONOMER	GO:0022857 // GO:0015293 // GO:0031402 // GO:0005298	TRANS-RXN-118 // TRANS-RXN0-505	TRANS-RXN-118 // TRANS-RXN0-505
MALX-MONOMER	MALX-MONOMER	GO:0090564 // GO:0090563 // GO:0005515 // GO:0016301 // GO:0016740 // GO:0008982 // GO:0005363 // GO:0055056	TRANS-RXN0-575 // TRANS-RXN0-574	TRANS-RXN0-575 // TRANS-RXN0-574
YICM-MONOMER	YICM-MONOMER	GO:0022857 // GO:0015211	RXN0-22 // RXN0-18	RXN0-22 // RXN0-18
HCAT-MONOMER	HCAT-MONOMER	GO:0030395 // GO:0015528 // GO:0015293	TRANS-RXN0-282	TRANS-RXN0-282
YNFJ-MONOMER	YNFJ-MONOMER	GO:0005247 // GO:0005244 // GO:0005254	RXN0-2501	RXN0-2501
EG11919-MONOMER	EG11919-MONOMER	GO:0005436 // GO:0005315	TRANS-RXN0-470	TRANS-RXN0-470
CPLX0-7807	CPLX0-7807		TRANS-RXN-351	TRANS-RXN-351
ABC-41-CPLX	ABC-41-CPLX		TRANS-RXN0-268 // ABC-8-RXN // 3.6.3.23-RXN	TRANS-RXN0-268 // ABC-8-RXN // 3.6.3.23-RXN
YEIM-MONOMER	YEIM-MONOMER	GO:0015293 // GO:0005337	TRANS-RXN0-538	TRANS-RXN0-538
YIHO-MONOMER	YIHO-MONOMER	GO:0022857 // GO:0015293 // GO:0015294 // GO:1901682	TRANS-RXN0-580	TRANS-RXN0-580
ABC-29-CPLX	ABC-29-CPLX		TRANS-RXN-328	TRANS-RXN-328
ABC-25-CPLX	ABC-25-CPLX		ABC-25-RXN	ABC-25-RXN
POTE-MONOMER	POTE-MONOMER	GO:0022857 // GO:0015489 // GO:0015297 // GO:0015496 // GO:0015293	TRANS-RXN-69 // TRANS-RXN0-211	TRANS-RXN-69 // TRANS-RXN0-211
YEEF-MONOMER	YEEF-MONOMER	GO:0022857 // GO:0015489 // GO:0015295	TRANS-RXN-69	TRANS-RXN-69
B1296-MONOMER	B1296-MONOMER	GO:0015295 // GO:0015489	TRANS-RXN-69	TRANS-RXN-69
PYRNUTRANSHYDROGEN-CPLX	PYRNUTRANSHYDROGEN-CPLX	GO:0008750	TRANS-RXN0-277	TRANS-RXN0-277
MONOMER0-2797	MONOMER0-2797		TRANS-RXN0-205	TRANS-RXN0-205
B1006-MONOMER	B1006-MONOMER	GO:0015218 // GO:0022857 // GO:0015293 // GO:0005350 // GO:0015505 // GO:0015210	TRANS-RXN-132 // TRANS-RXN-362 // RXN-5076	TRANS-RXN-132 // TRANS-RXN-362 // RXN-5076
EG10167-MONOMER	EG10167-MONOMER	GO:0005477	TRANS-RXN-335	TRANS-RXN-335
G7942-MONOMER	G7942-MONOMER	GO:0015293 // GO:0042802 // GO:0005515 // GO:0005477	TRANS-RXN-335	TRANS-RXN-335
EG12217-MONOMER	EG12217-MONOMER	GO:0022857	TRANS-RXN-412	TRANS-RXN-412
TRKG-MONOMER	TRKG-MONOMER	GO:0015379 // GO:0046872 // GO:0008324 // GO:0030955 // GO:0005267 // GO:0015079	TRANS-RXN-3	TRANS-RXN-3
RHAT-MONOMER	RHAT-MONOMER	GO:0015153 // GO:0015293	TRANS-RXN-112 // TRANS-RXN0-236	TRANS-RXN-112 // TRANS-RXN0-236
ABC-28-CPLX	ABC-28-CPLX		ABC-28-RXN	ABC-28-RXN
SEC-SECRETION-CPLX	SEC-SECRETION-CPLX		TRANS-RXN-403	TRANS-RXN-403
YGJU-MONOMER	YGJU-MONOMER	GO:0022857 // GO:0015171 // GO:0015293 // GO:0015175 // GO:0005295	RXN0-4083	RXN0-4083
SHIA-MONOMER	SHIA-MONOMER	GO:0022857 // GO:0015293 // GO:0015530	TRANS-RXN-27	TRANS-RXN-27
EG12357-MONOMER	EG12357-MONOMER	GO:0016874 // GO:0005524 // GO:0000166 // GO:0031956	RXN-9644 // PROPIONATE--COA-LIGASE-RXN // ACYLCOASYN-RXN // TRANS-RXN0-623 // RXN0-7238 // RXN0-7239 // RXN0-7248	RXN-9644 // PROPIONATE--COA-LIGASE-RXN // ACYLCOASYN-RXN // TRANS-RXN0-623 // RXN0-7238 // RXN0-7239 // RXN0-7248
EG11671-MONOMER	EG11671-MONOMER		TRANS-RXN0-281	TRANS-RXN0-281
YJHB-MONOMER	YJHB-MONOMER	GO:0022857 // GO:0046943	TRANS-RXN-415	TRANS-RXN-415
CPLX0-7626	CPLX0-7626		TRANS-RXN-86	TRANS-RXN-86
ABC-34-CPLX	ABC-34-CPLX	GO:0015169 // GO:0001406 // GO:0015430	ABC-34-RXN // TRANS-RXN0-573	ABC-34-RXN // TRANS-RXN0-573
GLPT-MONOMER	GLPT-MONOMER	GO:0022857 // GO:0015169 // GO:0015527 // GO:0015315	TRANS-RXN-22	TRANS-RXN-22
CPLX-169	CPLX-169	GO:0090565 // GO:0090583	TRANS-RXN-169 // TRANS-RXN-156	TRANS-RXN-169 // TRANS-RXN-156
ABC-24-CPLX	ABC-24-CPLX		ABC-24-RXN // ABC-25-RXN	ABC-24-RXN // ABC-25-RXN
B0070-MONOMER	B0070-MONOMER	GO:0022857 // GO:0005351	TRANS-RXN-82	TRANS-RXN-82
B2170-MONOMER	B2170-MONOMER	GO:0022857 // GO:0005351	TRANS-RXN-82	TRANS-RXN-82
ABC-70-CPLX	ABC-70-CPLX		ABC-70-RXN // ABC-7-RXN // TRANS-RXN0-478 // TRANS-RXN0-479 // ABC-19-RXN	ABC-70-RXN // ABC-7-RXN // TRANS-RXN0-478 // TRANS-RXN0-479 // ABC-19-RXN
EG10003-MONOMER	EG10003-MONOMER	GO:0009675 // GO:0015116	TRANS-RXN0-586	TRANS-RXN0-586
ABC-64-CPLX	ABC-64-CPLX		ABC-64-RXN	ABC-64-RXN
TEHA-MONOMER	TEHA-MONOMER	GO:0042802 // GO:0046583	TRANS-RXN0-539	TRANS-RXN0-539
ABC-32-CPLX	ABC-32-CPLX		ABC-32-RXN	ABC-32-RXN
ABC-7-CPLX	ABC-7-CPLX		ABC-7-RXN // ABC-70-RXN // TRANS-RXN0-478 // TRANS-RXN0-479 // ABC-19-RXN	ABC-7-RXN // ABC-70-RXN // TRANS-RXN0-478 // TRANS-RXN0-479 // ABC-19-RXN
TDCC-MONOMER	TDCC-MONOMER	GO:0015171 // GO:0022889 // GO:0015293 // GO:0015565 // GO:0015194 // GO:0015195 // GO:0015295	TRANS-RXN-71 // TRANS-RXN-72	TRANS-RXN-71 // TRANS-RXN-72
MONOMER0-2799	MONOMER0-2799		TRANS-RXN0-214	TRANS-RXN0-214
MONOMER0-2798	MONOMER0-2798		TRANS-RXN0-213	TRANS-RXN0-213
CPLX-168	CPLX-168	GO:0090589	TRANS-RXN-168	TRANS-RXN-168
CPLX0-2161	CPLX0-2161		TRANS-RXN-365	TRANS-RXN-365
MTR-MONOMER	MTR-MONOMER	GO:0015173 // GO:0005300 // GO:0015293 // GO:0022804	TRANS-RXN-76 // TRANS-RXN-142	TRANS-RXN-76 // TRANS-RXN-142
TNAB-MONOMER	TNAB-MONOMER	GO:0015173 // GO:0015293	TRANS-RXN-76	TRANS-RXN-76
TATABCE-CPLX	TATABCE-CPLX	GO:0009977	TRANS-RXN0-181	TRANS-RXN0-181
TYRP-MONOMER	TYRP-MONOMER	GO:0015173	TRANS-RXN-77	TRANS-RXN-77
CPLX0-7720	CPLX0-7720		TRANS-RXN0-276	TRANS-RXN0-276
CPLX0-8247	CPLX0-8247		TRANS-RXN-132	TRANS-RXN-132
YGFU-MONOMER	YGFU-MONOMER	GO:0022857 // GO:0015293 // GO:0015143 // GO:0042907	RXN-5076 // TRANS-RXN0-530	RXN-5076 // TRANS-RXN0-530
ABC-5-CPLX	ABC-5-CPLX		ABC-5-RXN // TRANS-RXN-296	ABC-5-RXN // TRANS-RXN-296
CPLX0-7653	CPLX0-7653		TRANS-RXN-145	TRANS-RXN-145
YICE-MONOMER	YICE-MONOMER	GO:0022857 // GO:0042907	RXN-5076	RXN-5076
YGFO-MONOMER	YGFO-MONOMER	GO:0022857 // GO:0042907	RXN-5076	RXN-5076
XAPB-MONOMER	XAPB-MONOMER	GO:0022857 // GO:0015213 // GO:0015212 // GO:0005337 // GO:0015553	TRANS-RXN-31	TRANS-RXN-31
ABC-33-CPLX	ABC-33-CPLX		ABC-33-RXN	ABC-33-RXN
ABC-63-CPLX	ABC-63-CPLX		ABC-63-RXN	ABC-63-RXN
B0752-MONOMER	B0752-MONOMER	GO:0008324 // GO:0005385	TRANS-RXN0-200	TRANS-RXN0-200
YHHO-MONOMER	YHHO-MONOMER	GO:0015086 // GO:0005385 // GO:0019829 // GO:0046872 // GO:0005524 // GO:0000166 // GO:0016887 // GO:0015094 // GO:0008551 // GO:0016463	RXN0-5205 // 3.6.3.3-RXN // TRANS-RXN-452	RXN0-5205 // 3.6.3.3-RXN // TRANS-RXN-452
CPLX0-7641	CPLX0-7641		TRANS-RXN0-244 // RXN0-6 // TRANS-RXN0-200	TRANS-RXN0-244 // RXN0-6 // TRANS-RXN0-200
G6674-MONOMER	G6674-MONOMER	GO:0046873 // GO:0050897 // GO:0015095 // GO:0015087 // GO:0000287 // GO:0005515 // GO:0015295 // GO:0022883 // GO:0005385	TRANS-RXN-346	TRANS-RXN-346
